actual,predicted,confidence,precision,recall
Tom_Hanks,Tom_Hanks,99.7135009765625,True,1
Robert_Mueller,Robert_Mueller,99.98619842529297,True,1
Helen_Clark,Helen_Clark,99.7146987915039,True,1
Spencer_Abraham,Mike_Martz,99.45339965820312,False,1
Sarah_Jessica,Sarah_Jessica,99.88990020751953,True,1
Gil_de,Glafcos_Clerides,98.68509674072266,False,1
Jacques_Rogge,Jacques_Rogge,99.8790054321289,True,1
William_Ford,Bulent_Ecevit,99.5270004272461,False,1
Holly_Hunter,Holly_Hunter,98.51549530029297,True,1
Naoto_Kan,Naoto_Kan,99.81099700927734,True,1
Heidi_Fleiss,Benazir_Bhutto,99.92030334472656,False,1
Bill_Frist,,,,0
Jeong_Se-hyun,Jeong_Se-hyun,99.8676986694336,True,1
Zhang_Ziyi,Zhang_Ziyi,99.94180297851562,True,1
Elizabeth_Hurley,,,,0
Justin_Timberlake,Justin_Timberlake,98.14739990234375,True,1
Mahmoud_Abbas,,,,0
Alvaro_Uribe,,,,0
Condoleezza_Rice,Condoleezza_Rice,99.90739440917969,True,1
Jesse_Jackson,Mohammad_Khatami,99.94080352783203,False,1
Joseph_Biden,Slobodan_Milosevic,99.9751968383789,False,1
Kurt_Warner,Kurt_Warner,99.58209991455078,True,1
Slobodan_Milosevic,,,,0
Benazir_Bhutto,,,,0
Hipolito_Mejia,Paul_ONeill,99.90889739990234,False,1
Angelina_Jolie,Angelina_Jolie,99.94409942626953,True,1
Paul_ONeill,William_Donaldson,99.47650146484375,False,1
Vanessa_Redgrave,Barbara_Walters,99.9188003540039,False,1
Martha_Stewart,Martha_Stewart,99.80720520019531,True,1
Sandra_Bullock,Sandra_Bullock,99.99380493164062,True,1
Queen_Elizabeth,Vanessa_Redgrave,99.68889617919922,False,1
Bill_McBride,Bill_McBride,99.5282974243164,True,1
Dick_Cheney,,,,0
Javier_Solana,Javier_Solana,99.80459594726562,True,1
Tom_Daschle,Tom_Daschle,99.95320129394531,True,1
Salma_Hayek,Salma_Hayek,98.23860168457031,True,1
Vincent_Brooks,Vincent_Brooks,99.79010009765625,True,1
Jennifer_Aniston,Jennifer_Aniston,99.5508041381836,True,1
Cesar_Gaviria,Cesar_Gaviria,99.99679565429688,True,1
Igor_Ivanov,Igor_Ivanov,99.81590270996094,True,1
Bob_Huggins,Bill_McBride,99.5282974243164,False,1
Thomas_OBrien,William_Donaldson,99.47650146484375,False,1
Robert_De,Robert_Mueller,99.98619842529297,False,1
Peter_Struck,John_McCain,98.50900268554688,False,1
Mohammad_Khatami,Mohammad_Khatami,99.9512939453125,True,1
Fidel_Castro,Glafcos_Clerides,98.68509674072266,False,1
Luis_Horna,Glafcos_Clerides,98.68509674072266,False,1
Andy_Roddick,William_Macy,99.64839935302734,False,1
John_Paul,,,,0
Giuseppe_Gibilisco,Giuseppe_Gibilisco,99.96870422363281,True,1
Liza_Minnelli,Liza_Minnelli,99.82009887695312,True,1
Renee_Zellweger,Salma_Hayek,98.23860168457031,False,1
George_Lopez,George_Lopez,99.85469818115234,True,1
Edwina_Currie,Edwina_Currie,99.86600494384766,True,1
Antonio_Palocci,Mohammad_Khatami,99.9512939453125,False,1
Diana_Krall,Diana_Krall,99.88729858398438,True,1
Tommy_Franks,Bob_Huggins,99.98970031738281,False,1
David_Wells,,,,0
Bulent_Ecevit,Bulent_Ecevit,99.5270004272461,True,1
Patricia_Clarkson,Patricia_Clarkson,99.9843978881836,True,1
Vaclav_Havel,Naoto_Kan,99.81099700927734,False,1
Walter_Mondale,Walter_Mondale,99.1563949584961,True,1
Woody_Allen,Fidel_Castro,96.07489776611328,False,1
Amer_al-Saadi,,,,0
Tom_Harkin,Tom_Harkin,99.93370056152344,True,1
Richard_Myers,,,,0
Venus_Williams,George_Lopez,99.85469818115234,False,1
