actual,predicted,confidence,precision,recall
Tom_Hanks,,,,0
Robert_Mueller,Robert_Mueller,99.53590393066406,True,1
Helen_Clark,Helen_Clark,99.7656021118164,True,1
Spencer_Abraham,Paul_Burrell,99.6812973022461,False,1
Sarah_Jessica,Laura_Linney,99.5739974975586,False,1
Gil_de,,,,0
Jacques_Rogge,Jacques_Rogge,99.75630187988281,True,1
William_Ford,William_Ford,99.4135971069336,True,1
Holly_Hunter,Holly_Hunter,99.5436019897461,True,1
Naoto_Kan,Naoto_Kan,99.9822006225586,True,1
Heidi_Fleiss,Venus_Williams,96.389404296875,False,1
Bill_Frist,,,,0
Jeong_Se-hyun,Win_Aung,99.19519805908203,False,1
Zhang_Ziyi,Zhang_Ziyi,99.3353042602539,True,1
Elizabeth_Hurley,Elizabeth_Hurley,98.59190368652344,True,1
Justin_Timberlake,Justin_Timberlake,99.45999908447266,True,1
Mahmoud_Abbas,,,,0
Alvaro_Uribe,Michael_Powell,99.48690032958984,False,1
Condoleezza_Rice,Peter_Struck,99.2905044555664,False,1
Jesse_Jackson,Jesse_Jackson,99.99639892578125,True,1
Joseph_Biden,Walter_Mondale,99.25780487060547,False,1
Kurt_Warner,Sandra_Bullock,99.40170288085938,False,1
Slobodan_Milosevic,Slobodan_Milosevic,99.9927978515625,True,1
Benazir_Bhutto,Taha_Yassin,93.41600036621094,False,1
Hipolito_Mejia,,,,0
Angelina_Jolie,Salma_Hayek,97.652099609375,False,1
Paul_ONeill,Paul_ONeill,99.71710205078125,True,1
Vanessa_Redgrave,Vanessa_Redgrave,99.80229949951172,True,1
Martha_Stewart,JK_Rowling,98.51570129394531,False,1
Sandra_Bullock,Sandra_Bullock,99.96119689941406,True,1
Queen_Elizabeth,Dick_Cheney,99.90640258789062,False,1
Bill_McBride,Bill_McBride,98.78800201416016,True,1
Dick_Cheney,Dick_Cheney,99.90640258789062,True,1
Javier_Solana,Javier_Solana,99.73570251464844,True,1
Tom_Daschle,William_Donaldson,99.8750991821289,False,1
Salma_Hayek,Salma_Hayek,97.652099609375,True,1
Vincent_Brooks,Vincent_Brooks,98.44110107421875,True,1
Jennifer_Aniston,Rita_Wilson,98.31209564208984,False,1
Cesar_Gaviria,Cesar_Gaviria,99.9729995727539,True,1
Igor_Ivanov,Igor_Ivanov,99.98770141601562,True,1
Bob_Huggins,Vaclav_Havel,99.92570495605469,False,1
Thomas_OBrien,Thomas_OBrien,99.53669738769531,True,1
Robert_De,Fidel_Castro,96.13980102539062,False,1
Peter_Struck,,,,0
Mohammad_Khatami,Taha_Yassin,93.41600036621094,False,1
Fidel_Castro,,,,0
Luis_Horna,Thomas_OBrien,99.53669738769531,False,1
Andy_Roddick,,,,0
John_Paul,,,,0
Giuseppe_Gibilisco,Giuseppe_Gibilisco,99.99099731445312,True,1
Liza_Minnelli,Martina_McBride,99.5885009765625,False,1
Renee_Zellweger,Renee_Zellweger,99.918701171875,True,1
George_Lopez,George_Lopez,99.67230224609375,True,1
Edwina_Currie,Zoran_Djindjic,99.92320251464844,False,1
Antonio_Palocci,Antonio_Palocci,99.71080017089844,True,1
Diana_Krall,Diana_Krall,98.4760971069336,True,1
Tommy_Franks,Slobodan_Milosevic,99.9927978515625,False,1
David_Wells,Jesse_Jackson,99.99639892578125,False,1
Bulent_Ecevit,Fidel_Castro,96.13980102539062,False,1
Patricia_Clarkson,Patricia_Clarkson,99.20320129394531,True,1
Vaclav_Havel,,,,0
Walter_Mondale,Walter_Mondale,99.25780487060547,True,1
Woody_Allen,Queen_Elizabeth,98.84709930419922,False,1
Amer_al-Saadi,,,,0
Tom_Harkin,,,,0
Richard_Myers,Richard_Myers,94.00140380859375,True,1
Venus_Williams,,,,0
Mark_Philippoussis,Christopher_Reeve,99.6021957397461,False,1
Eduardo_Duhalde,Thomas_OBrien,99.53669738769531,False,1
Paul_Burrell,Paul_Burrell,99.84510040283203,True,1
Taha_Yassin,Bulent_Ecevit,99.55329895019531,False,1
Jimmy_Carter,Jimmy_Carter,99.94279479980469,True,1
Mike_Martz,Mike_Martz,99.16999816894531,True,1
Win_Aung,Win_Aung,99.19519805908203,True,1
Geoff_Hoon,Robert_De,99.67880249023438,False,1
Michael_Powell,Tom_Hanks,99.33500671386719,False,1
JK_Rowling,JK_Rowling,98.51570129394531,True,1
William_Donaldson,,,,0
Glafcos_Clerides,,,,0
William_Macy,William_Macy,99.71209716796875,True,1
Costas_Simitis,,,,0
Clara_Harris,Clara_Harris,99.88189697265625,True,1
Maria_Soledad,William_Ford,99.4135971069336,False,1
John_McCain,William_Donaldson,99.8750991821289,False,1
Claudia_Pechstein,Andy_Roddick,98.56340026855469,False,1
Justin_Leonard,,,,0
Padraig_Harrington,,,,0
Adam_Sandler,Justin_Leonard,98.73139953613281,False,1
Laura_Linney,Patricia_Clarkson,99.20320129394531,False,1
Grant_Hackett,Grant_Hackett,99.9490966796875,True,1
Barbara_Walters,Barbara_Walters,99.76029968261719,True,1
Sophia_Loren,Christopher_Reeve,99.6021957397461,False,1
Osama_bin,Jesse_Jackson,99.99639892578125,False,1
Christopher_Reeve,Christopher_Reeve,99.6021957397461,True,1
Martina_McBride,Rita_Wilson,98.31209564208984,False,1
Rick_Pitino,Giuseppe_Gibilisco,99.99099731445312,False,1
Bruce_Springsteen,Bruce_Springsteen,99.88189697265625,True,1
Zoran_Djindjic,Zoran_Djindjic,99.92320251464844,True,1
Debbie_Reynolds,Debbie_Reynolds,98.17789459228516,True,1
Rita_Wilson,Rita_Wilson,98.31209564208984,True,1
