actual,predicted,confidence,precision,recall
Eliane_Karp,Alejandro_Toledo,96.77190399169922,False,1
Vojislav_Kostunica,Vojislav_Kostunica,99.97370147705078,True,1
Arnold_Schwarzenegger,Arnold_Schwarzenegger,99.99330139160156,True,1
Tom_Hanks,Tom_Hanks,99.81170654296875,True,1
Rudolph_Giuliani,Rudolph_Giuliani,99.98799896240234,True,1
Robert_Mueller,Robert_Mueller,99.99949645996094,True,1
Tiger_Woods,Tiger_Woods,99.99919891357422,True,1
Helen_Clark,Helen_Clark,99.68150329589844,True,1
Julie_Gerberding,Julie_Gerberding,99.97039794921875,True,1
Arminio_Fraga,Arminio_Fraga,99.97959899902344,True,1
John_Abizaid,John_Abizaid,99.98639678955078,True,1
Spencer_Abraham,Spencer_Abraham,99.80030059814453,True,1
Robert_Blake,Robert_Blake,99.9957046508789,True,1
George_W,George_W,99.99459838867188,True,1
Heather_Mills,Heather_Mills,99.80020141601562,True,1
Sarah_Hughes,Sarah_Hughes,99.98180389404297,True,1
Dennis_Kucinich,Dennis_Kucinich,99.97900390625,True,1
Gordon_Brown,Gordon_Brown,99.98990631103516,True,1
Yevgeny_Kafelnikov,Yevgeny_Kafelnikov,99.99290466308594,True,1
Donald_Rumsfeld,Donald_Rumsfeld,99.85679626464844,True,1
Jean_Chretien,Jean_Chretien,99.99800109863281,True,1
Jeremy_Greenstock,Jeremy_Greenstock,99.94110107421875,True,1
Tony_Blair,Tony_Blair,99.99729919433594,True,1
Michael_Schumacher,Michael_Schumacher,99.94490051269531,True,1
Monica_Bellucci,Jennifer_Garner,99.92179870605469,False,1
LeBron_James,LeBron_James,99.9813003540039,True,1
Cate_Blanchett,Cate_Blanchett,99.98729705810547,True,1
Boris_Becker,Boris_Becker,99.88009643554688,True,1
David_Nalbandian,David_Nalbandian,99.33149719238281,True,1
Sarah_Jessica,Sarah_Jessica,99.87450408935547,True,1
Gil_de,,,,0
Jose_Maria,Jose_Maria,99.89969635009766,True,1
Ray_Romano,Ray_Romano,99.91690063476562,True,1
David_Beckham,David_Beckham,99.76969909667969,True,1
Ariel_Sharon,Ariel_Sharon,99.98030090332031,True,1
Lleyton_Hewitt,Lleyton_Hewitt,99.88050079345703,True,1
Vladimir_Putin,Vladimir_Putin,99.9115982055664,True,1
John_Howard,John_Howard,99.98290252685547,True,1
Pierce_Brosnan,Pierce_Brosnan,99.88800048828125,True,1
Jack_Straw,Jack_Straw,99.9614028930664,True,1
Joschka_Fischer,Joschka_Fischer,99.90540313720703,True,1
Jacques_Rogge,Jacques_Rogge,99.77930450439453,True,1
Ann_Veneman,Ann_Veneman,99.99710083007812,True,1
William_Ford,William_Ford,99.6792984008789,True,1
Jacques_Chirac,Jacques_Chirac,99.9802017211914,True,1
Shimon_Peres,Shimon_Peres,99.9635009765625,True,1
Charles_Moose,Charles_Moose,99.99200439453125,True,1
Carlos_Moya,Carlos_Moya,99.96870422363281,True,1
Colin_Powell,Colin_Powell,99.92410278320312,True,1
Richard_Armitage,Richard_Armitage,99.9458999633789,True,1
Pedro_Malan,Pedro_Malan,99.8529052734375,True,1
Sourav_Ganguly,Sourav_Ganguly,99.99549865722656,True,1
Richard_Gephardt,Richard_Gephardt,99.95690155029297,True,1
Holly_Hunter,Jennifer_Aniston,99.67240142822266,False,1
Sachiko_Yamada,Sachiko_Yamada,99.97429656982422,True,1
Jeb_Bush,Jeb_Bush,99.95559692382812,True,1
Emma_Watson,Emma_Watson,99.95179748535156,True,1
Junichiro_Koizumi,Junichiro_Koizumi,99.92729949951172,True,1
Serena_Williams,Serena_Williams,99.98600006103516,True,1
Nicanor_Duarte,Nicanor_Duarte,99.9822998046875,True,1
Elton_John,Elton_John,99.8958969116211,True,1
Kim_Dae-jung,Kim_Dae-jung,99.79869842529297,True,1
Mikhail_Wehbe,Mikhail_Wehbe,99.84930419921875,True,1
Catherine_Deneuve,Catherine_Deneuve,99.93399810791016,True,1
Recep_Tayyip,Recep_Tayyip,99.98360443115234,True,1
Naoto_Kan,Naoto_Kan,99.86299896240234,True,1
Heidi_Fleiss,Heidi_Fleiss,99.9364013671875,True,1
Elizabeth_Smart,Elizabeth_Smart,99.97480010986328,True,1
Bill_Frist,Bill_Frist,99.88330078125,True,1
Mike_Weir,Mike_Weir,99.98540496826172,True,1
Ricardo_Lagos,Ricardo_Lagos,99.92300415039062,True,1
Jonathan_Edwards,Jonathan_Edwards,99.99939727783203,True,1
Al_Gore,Al_Gore,99.99520111083984,True,1
Kim_Clijsters,Kim_Clijsters,99.99970245361328,True,1
Alan_Greenspan,Alan_Greenspan,99.99690246582031,True,1
Carla_Del,Carla_Del,99.85710144042969,True,1
Cruz_Bustamante,Cruz_Bustamante,99.99120330810547,True,1
Hans_Blix,Hans_Blix,99.92330169677734,True,1
Jelena_Dokic,Jelena_Dokic,99.98970031738281,True,1
David_Hyde,David_Hyde,99.98660278320312,True,1
Gerhard_Schroeder,Gerhard_Schroeder,99.97309875488281,True,1
Anna_Kournikova,Kim_Jong-Il,99.9197006225586,False,1
Marco_Antonio,Marco_Antonio,99.9738998413086,True,1
Roh_Moo-hyun,Roh_Moo-hyun,99.97140502929688,True,1
Emanuel_Ginobili,Emanuel_Ginobili,99.95539855957031,True,1
Jeong_Se-hyun,Chen_Shui-bian,99.93709564208984,False,1
Mitchell_Daniels,Mitchell_Daniels,99.99079895019531,True,1
Muhammad_Saeed,Cesar_Gaviria,99.99320220947266,False,1
Zhang_Ziyi,Zhang_Ziyi,97.35590362548828,True,1
Tom_Ridge,Tom_Ridge,99.9988021850586,True,1
Luiz_Inacio,David_Anderson,99.96549987792969,False,1
Roberto_Carlos,Roberto_Carlos,99.98369598388672,True,1
Kalpana_Chawla,Kalpana_Chawla,99.99530029296875,True,1
Elizabeth_Hurley,,,,0
James_Blake,James_Blake,99.95880126953125,True,1
Michael_Jordan,Michael_Jordan,99.9999008178711,True,1
Laura_Bush,Laura_Bush,99.97140502929688,True,1
Vitali_Klitschko,Vitali_Klitschko,99.99840545654297,True,1
Sylvester_Stallone,Sylvester_Stallone,99.99889373779297,True,1
Choi_Sung-hong,Choi_Sung-hong,99.97109985351562,True,1
Justin_Timberlake,,,,0
Bob_Hope,Bob_Hope,99.9718017578125,True,1
Michael_Jackson,Michael_Jackson,98.79710388183594,True,1
Alec_Baldwin,Alec_Baldwin,99.91719818115234,True,1
Amelia_Vega,Amelia_Vega,99.9917984008789,True,1
Hugo_Chavez,Hugo_Chavez,99.98609924316406,True,1
Mahmoud_Abbas,Mahmoud_Abbas,99.73930358886719,True,1
Alvaro_Uribe,Alvaro_Uribe,99.98870086669922,True,1
Nicole_Kidman,Holly_Hunter,99.73300170898438,False,1
Pedro_Almodovar,Pedro_Almodovar,99.93409729003906,True,1
George_Clooney,George_Clooney,99.99449920654297,True,1
Condoleezza_Rice,,,,0
Queen_Latifah,Queen_Latifah,99.99889373779297,True,1
Thabo_Mbeki,Thabo_Mbeki,99.95539855957031,True,1
Brad_Johnson,Brad_Johnson,99.99500274658203,True,1
Aleksander_Kwasniewski,Aleksander_Kwasniewski,99.98429870605469,True,1
George_Robertson,George_Robertson,99.99639892578125,True,1
Heidi_Klum,Heidi_Klum,99.73719787597656,True,1
Bob_Stoops,Bob_Stoops,99.94400024414062,True,1
Martin_Scorsese,Martin_Scorsese,99.97239685058594,True,1
Jesse_Jackson,,,,0
Hun_Sen,Hun_Sen,99.9927978515625,True,1
Joseph_Biden,,,,0
Saddam_Hussein,Saddam_Hussein,99.96219635009766,True,1
Guillermo_Coria,Guillermo_Coria,99.9782943725586,True,1
Naomi_Watts,Naomi_Watts,99.9979019165039,True,1
Meryl_Streep,Meryl_Streep,99.92359924316406,True,1
Kurt_Warner,Kurt_Warner,99.08869934082031,True,1
Alejandro_Toledo,Alejandro_Toledo,99.97859954833984,True,1
Colin_Farrell,Colin_Farrell,99.92630004882812,True,1
Vicente_Fernandez,Vicente_Fernandez,99.92230224609375,True,1
Jason_Kidd,Jason_Kidd,99.99549865722656,True,1
Fernando_Gonzalez,Fernando_Gonzalez,99.99979400634766,True,1
Jay_Garner,Jay_Garner,99.98829650878906,True,1
Slobodan_Milosevic,Slobodan_Milosevic,99.98909759521484,True,1
Cameron_Diaz,Cameron_Diaz,99.87799835205078,True,1
Kathleen_Kennedy,Kathleen_Kennedy,99.93379974365234,True,1
Wayne_Gretzky,Wayne_Gretzky,99.99039459228516,True,1
Tony_Shalhoub,Tony_Shalhoub,99.96070098876953,True,1
Maria_Shriver,Maria_Shriver,99.7738037109375,True,1
Mark_Wahlberg,Mark_Wahlberg,99.8302001953125,True,1
Art_Howe,Art_Howe,99.997802734375,True,1
Bernard_Landry,Gunter_Pleuger,99.96179962158203,False,1
Angela_Bassett,Angela_Bassett,99.43779754638672,True,1
Mike_Tyson,Mike_Tyson,99.91549682617188,True,1
David_Anderson,David_Anderson,98.5730972290039,True,1
Mikhail_Kasyanov,Mikhail_Kasyanov,99.98810577392578,True,1
Jerry_Regier,Dean_Barkley,99.96240234375,False,1
Noelle_Bush,Noelle_Bush,99.97440338134766,True,1
Martha_Burk,Martha_Burk,99.99359893798828,True,1
Ricardo_Sanchez,Ricardo_Sanchez,99.8333969116211,True,1
John_Manley,John_Manley,99.9135971069336,True,1
John_Allen,John_Allen,99.9999008178711,True,1
Yoko_Ono,Yoko_Ono,99.98880004882812,True,1
Benazir_Bhutto,Holly_Hunter,99.99589538574219,False,1
John_Stockton,John_Stockton,99.89600372314453,True,1
Francisco_Flores,Francisco_Flores,99.99939727783203,True,1
Sebastien_Grosjean,Sebastien_Grosjean,99.9999008178711,True,1
Rob_Lowe,Rob_Lowe,99.97599792480469,True,1
Hipolito_Mejia,Hipolito_Mejia,97.24100494384766,True,1
Don_Siegelman,Don_Siegelman,99.92459869384766,True,1
Bertie_Ahern,Bertie_Ahern,99.95899963378906,True,1
Joan_Laporta,Joan_Laporta,99.98789978027344,True,1
George_Galloway,George_Galloway,99.94990539550781,True,1
Jennifer_Garner,Natalie_Coughlin,99.95660400390625,False,1
Michael_Phelps,Michael_Phelps,99.96920013427734,True,1
Winona_Ryder,Winona_Ryder,99.92129516601562,True,1
Joe_Torre,Joe_Torre,99.95489501953125,True,1
John_Snow,John_Snow,99.89820098876953,True,1
Raoul_Ruiz,Raoul_Ruiz,99.91320037841797,True,1
Angelina_Jolie,Condoleezza_Rice,99.51609802246094,False,1
Christopher_Walken,Christopher_Walken,99.960205078125,True,1
John_Bolton,John_Bolton,99.82849884033203,True,1
Paul_ONeill,Paul_ONeill,99.12750244140625,True,1
Chanda_Rubin,Chanda_Rubin,99.96839904785156,True,1
Atal_Bihari,Atal_Bihari,99.9457015991211,True,1
Moshe_Katsav,Moshe_Katsav,99.98829650878906,True,1
Nicolas_Cage,Nicolas_Cage,99.95170593261719,True,1
Vanessa_Redgrave,Vanessa_Redgrave,99.89140319824219,True,1
Oswaldo_Paya,Oswaldo_Paya,99.9966049194336,True,1
Martha_Stewart,Martha_Stewart,99.97129821777344,True,1
Wayne_Ferreira,Wayne_Ferreira,99.9822006225586,True,1
Hamid_Karzai,Hamid_Karzai,99.87080383300781,True,1
Ian_Thorpe,Ian_Thorpe,99.98880004882812,True,1
Mohammed_Al-Douri,Mohammed_Al-Douri,99.96410369873047,True,1
George_Pataki,George_Pataki,99.95020294189453,True,1
Sheila_Copps,Sheila_Copps,99.97869873046875,True,1
Patty_Schnyder,Patty_Schnyder,99.98470306396484,True,1
Erin_Runnion,Erin_Runnion,99.927001953125,True,1
Nelson_Mandela,Nelson_Mandela,99.98180389404297,True,1
Sally_Kirkland,Sally_Kirkland,99.96949768066406,True,1
Jim_Tressel,Jim_Tressel,99.92649841308594,True,1
Sandra_Bullock,Sandra_Bullock,99.94499969482422,True,1
Kim_Jong-Il,Kim_Jong-Il,99.92240142822266,True,1
Keanu_Reeves,Bill_Paxton,99.98360443115234,False,1
Howard_Dean,Howard_Dean,99.94779968261719,True,1
Ali_Naimi,Ali_Naimi,99.904296875,True,1
Wen_Jiabao,Wen_Jiabao,99.9843978881836,True,1
Sergey_Lavrov,Sergey_Lavrov,99.96189880371094,True,1
Queen_Elizabeth,Queen_Elizabeth,99.59239959716797,True,1
Britney_Spears,Britney_Spears,99.73419952392578,True,1
