actual,predicted,confidence,precision,recall
Eliane_Karp,Eliane_Karp,99.99549865722656,True,1
Vojislav_Kostunica,Vojislav_Kostunica,99.9927978515625,True,1
Arnold_Schwarzenegger,Zinedine_Zidane,99.98480224609375,False,1
Tom_Hanks,Kevin_Spacey,99.9905014038086,False,1
Rudolph_Giuliani,Rudolph_Giuliani,99.972900390625,True,1
Robert_Mueller,Robert_Mueller,99.29239654541016,True,1
Tiger_Woods,Geoff_Hoon,99.92350006103516,False,1
Helen_Clark,Clare_Short,99.68330383300781,False,1
Julie_Gerberding,Julie_Gerberding,99.97450256347656,True,1
Arminio_Fraga,Arminio_Fraga,99.90650177001953,True,1
John_Abizaid,John_Abizaid,99.99200439453125,True,1
Spencer_Abraham,Spencer_Abraham,99.96739959716797,True,1
Robert_Blake,Robert_Blake,99.97529602050781,True,1
George_W,,,,0
Heather_Mills,Heather_Mills,99.98040008544922,True,1
Sarah_Hughes,Sarah_Hughes,99.92840576171875,True,1
Dennis_Kucinich,,,,0
Gordon_Brown,Rick_Carlisle,99.99610137939453,False,1
Yevgeny_Kafelnikov,Pedro_Solbes,99.8781967163086,False,1
Donald_Rumsfeld,Donald_Rumsfeld,99.94660186767578,True,1
Jean_Chretien,Bob_Hope,99.92330169677734,False,1
Jeremy_Greenstock,,,,0
Tony_Blair,Tony_Blair,99.98660278320312,True,1
Michael_Schumacher,Roy_Moore,99.99369812011719,False,1
Monica_Bellucci,Carrie-Anne_Moss,99.96769714355469,False,1
LeBron_James,LeBron_James,99.99979400634766,True,1
Cate_Blanchett,Cate_Blanchett,99.7439956665039,True,1
Boris_Becker,Boris_Becker,99.9623031616211,True,1
David_Nalbandian,David_Nalbandian,99.997802734375,True,1
Sarah_Jessica,Kate_Winslet,99.94309997558594,False,1
Gil_de,John_Kerry,99.68499755859375,False,1
Jose_Maria,Jose_Maria,99.82060241699219,True,1
Ray_Romano,Ray_Romano,99.99120330810547,True,1
David_Beckham,,,,0
Ariel_Sharon,,,,0
Lleyton_Hewitt,Lleyton_Hewitt,99.98709869384766,True,1
Vladimir_Putin,Vladimir_Putin,99.50659942626953,True,1
John_Howard,John_Howard,99.52729797363281,True,1
Pierce_Brosnan,Pierce_Brosnan,99.87870025634766,True,1
Jack_Straw,,,,0
Joschka_Fischer,Joschka_Fischer,99.95320129394531,True,1
Jacques_Rogge,Alvaro_Uribe,99.9656982421875,False,1
Ann_Veneman,Ann_Veneman,99.91600036621094,True,1
William_Ford,,,,0
Jacques_Chirac,Jacques_Chirac,99.89690399169922,True,1
Shimon_Peres,Shimon_Peres,99.67250061035156,True,1
Charles_Moose,Charles_Moose,99.95919799804688,True,1
Carlos_Moya,Carlos_Moya,99.93829345703125,True,1
Colin_Powell,Colin_Powell,99.95790100097656,True,1
Richard_Armitage,Paul_ONeill,99.09020233154297,False,1
Pedro_Malan,Alan_Greenspan,99.97769927978516,False,1
Sourav_Ganguly,Adam_Sandler,96.25080108642578,False,1
Richard_Gephardt,Charlton_Heston,99.79630279541016,False,1
Holly_Hunter,Demi_Moore,99.88390350341797,False,1
Sachiko_Yamada,Sachiko_Yamada,99.94300079345703,True,1
Jeb_Bush,Mark_Hurlbert,99.82260131835938,False,1
Emma_Watson,Emma_Watson,99.99330139160156,True,1
Junichiro_Koizumi,Junichiro_Koizumi,99.78459930419922,True,1
Serena_Williams,Serena_Williams,99.9927978515625,True,1
Nicanor_Duarte,Nicanor_Duarte,99.95680236816406,True,1
Elton_John,William_Donaldson,99.83140563964844,False,1
Kim_Dae-jung,Kim_Dae-jung,99.77439880371094,True,1
Mikhail_Wehbe,Mikhail_Wehbe,99.9990005493164,True,1
Catherine_Deneuve,Catherine_Deneuve,99.96849822998047,True,1
Recep_Tayyip,Recep_Tayyip,99.99819946289062,True,1
Naoto_Kan,Naoto_Kan,99.92240142822266,True,1
Heidi_Fleiss,Venus_Williams,99.7603988647461,False,1
Elizabeth_Smart,Elizabeth_Smart,99.85099792480469,True,1
Bill_Frist,Marc_Grossman,99.94519805908203,False,1
Mike_Weir,Mike_Weir,99.96859741210938,True,1
Ricardo_Lagos,,,,0
Jonathan_Edwards,Jonathan_Edwards,99.98670196533203,True,1
Al_Gore,Al_Gore,99.98970031738281,True,1
Kim_Clijsters,Dale_Earnhardt,99.2583999633789,False,1
Alan_Greenspan,Alan_Greenspan,99.97769927978516,True,1
Carla_Del,Carla_Del,99.36590576171875,True,1
Cruz_Bustamante,Cruz_Bustamante,99.74330139160156,True,1
Hans_Blix,Hans_Blix,99.18159484863281,True,1
Jelena_Dokic,Jelena_Dokic,99.99690246582031,True,1
David_Hyde,David_Hyde,99.9271011352539,True,1
Gerhard_Schroeder,Gerhard_Schroeder,99.98080444335938,True,1
Anna_Kournikova,Moshe_Katsav,99.8812026977539,False,1
Marco_Antonio,Marco_Antonio,99.9906997680664,True,1
Roh_Moo-hyun,Roh_Moo-hyun,99.98819732666016,True,1
Emanuel_Ginobili,Emanuel_Ginobili,99.92900085449219,True,1
Jeong_Se-hyun,Martha_Lucia,96.64610290527344,False,1
Mitchell_Daniels,Mitchell_Daniels,99.99829864501953,True,1
Muhammad_Saeed,Muhammad_Saeed,99.8727035522461,True,1
Zhang_Ziyi,Claudia_Pechstein,99.79290008544922,False,1
Tom_Ridge,,,,0
Luiz_Inacio,Luiz_Inacio,99.95170593261719,True,1
Roberto_Carlos,Roberto_Carlos,99.99800109863281,True,1
Kalpana_Chawla,Kalpana_Chawla,99.99819946289062,True,1
Elizabeth_Hurley,,,,0
James_Blake,James_Blake,99.99530029296875,True,1
Michael_Jordan,Abdoulaye_Wade,99.44219970703125,False,1
Laura_Bush,Laura_Bush,99.80870056152344,True,1
Vitali_Klitschko,,,,0
Sylvester_Stallone,Sylvester_Stallone,99.83940124511719,True,1
Choi_Sung-hong,Choi_Sung-hong,99.77470397949219,True,1
Justin_Timberlake,Tommy_Franks,99.59290313720703,False,1
Bob_Hope,Conan_OBrien,99.90499877929688,False,1
Michael_Jackson,Michael_Jackson,99.66799926757812,True,1
Alec_Baldwin,Alec_Baldwin,99.97859954833984,True,1
Amelia_Vega,Amelia_Vega,99.981201171875,True,1
Hugo_Chavez,Hugo_Chavez,99.80650329589844,True,1
Mahmoud_Abbas,Mike_Martz,94.62149810791016,False,1
Alvaro_Uribe,Alvaro_Uribe,99.9656982421875,True,1
Nicole_Kidman,Sally_Field,99.78620147705078,False,1
Pedro_Almodovar,Pedro_Almodovar,99.9520034790039,True,1
George_Clooney,Abdullah_0003.jpg,99.59140014648438,False,1
Condoleezza_Rice,Condoleezza_Rice,99.27290344238281,True,1
Queen_Latifah,Queen_Latifah,99.82600402832031,True,1
Thabo_Mbeki,Abdoulaye_Wade,99.44219970703125,False,1
