actual,predicted,confidence,precision,recall
Eliane_Karp,Eliane_Karp,99.99849700927734,True,1
Vojislav_Kostunica,John_Kerry,99.99300384521484,False,1
Arnold_Schwarzenegger,Conan_OBrien,99.88420104980469,False,1
Tom_Hanks,Geoff_Hoon,99.95559692382812,False,1
Rudolph_Giuliani,Rudolph_Giuliani,99.7394027709961,True,1
Robert_Mueller,Robert_Mueller,99.2196044921875,True,1
Tiger_Woods,Tiger_Woods,99.99970245361328,True,1
Helen_Clark,Helen_Clark,99.74449920654297,True,1
Julie_Gerberding,Julie_Gerberding,99.9822998046875,True,1
Arminio_Fraga,Arminio_Fraga,99.92750549316406,True,1
John_Abizaid,John_Abizaid,99.99849700927734,True,1
Spencer_Abraham,Spencer_Abraham,99.64630126953125,True,1
Robert_Blake,Robert_Blake,99.87739562988281,True,1
George_W,George_W,99.48300170898438,True,1
Heather_Mills,Heather_Mills,99.67639923095703,True,1
Sarah_Hughes,Christina_Aguilera,99.99810028076172,False,1
Dennis_Kucinich,Dennis_Kucinich,99.95989990234375,True,1
Gordon_Brown,Gordon_Brown,99.91999816894531,True,1
Yevgeny_Kafelnikov,Yevgeny_Kafelnikov,99.97630310058594,True,1
Donald_Rumsfeld,Donald_Rumsfeld,99.95559692382812,True,1
Jean_Chretien,Jean_Chretien,99.98400115966797,True,1
Jeremy_Greenstock,Jeremy_Greenstock,99.51699829101562,True,1
Tony_Blair,Tony_Blair,99.99559783935547,True,1
Michael_Schumacher,Michael_Schumacher,99.88960266113281,True,1
Monica_Bellucci,Carrie-Anne_Moss,99.99600219726562,False,1
LeBron_James,Denzel_Washington,99.98400115966797,False,1
Cate_Blanchett,Cate_Blanchett,99.73629760742188,True,1
Boris_Becker,Boris_Becker,99.9761962890625,True,1
David_Nalbandian,David_Nalbandian,99.99889373779297,True,1
Sarah_Jessica,,,,0
Gil_de,,,,0
Jose_Maria,Jose_Maria,99.9896011352539,True,1
Ray_Romano,Ray_Romano,99.99970245361328,True,1
David_Beckham,David_Beckham,99.98099517822266,True,1
Ariel_Sharon,Ariel_Sharon,99.8927993774414,True,1
Lleyton_Hewitt,Lleyton_Hewitt,99.99970245361328,True,1
Vladimir_Putin,Vladimir_Putin,99.67970275878906,True,1
John_Howard,John_Howard,99.86260223388672,True,1
Pierce_Brosnan,James_Kelly,99.80650329589844,False,1
Jack_Straw,Jack_Straw,99.99690246582031,True,1
Joschka_Fischer,Joschka_Fischer,99.78379821777344,True,1
Jacques_Rogge,Jacques_Rogge,99.96430206298828,True,1
Ann_Veneman,Ann_Veneman,99.9478988647461,True,1
William_Ford,Bruce_Springsteen,99.81739807128906,False,1
Jacques_Chirac,Jacques_Chirac,99.99510192871094,True,1
Shimon_Peres,Shimon_Peres,99.73660278320312,True,1
Charles_Moose,Charles_Moose,99.98780059814453,True,1
Carlos_Moya,Carlos_Moya,99.9197998046875,True,1
Colin_Powell,Colin_Powell,99.9679946899414,True,1
Richard_Armitage,Richard_Armitage,99.99729919433594,True,1
