actual,predicted,confidence,precision,recall
Eliane_Karp,Elizabeth_Smart,99.8363037109375,False,1
Vojislav_Kostunica,Oswaldo_Paya,99.88999938964844,False,1
Arnold_Schwarzenegger,Arnold_Schwarzenegger,99.6957015991211,True,1
Tom_Hanks,Ciro_Gomes,99.99349975585938,False,1
Rudolph_Giuliani,Larry_Coker,99.95050048828125,False,1
Robert_Mueller,Robert_Mueller,99.8499984741211,True,1
Tiger_Woods,Silvio_Berlusconi,99.94879913330078,False,1
Helen_Clark,,,,0
Julie_Gerberding,Julie_Gerberding,99.7991943359375,True,1
Arminio_Fraga,Arminio_Fraga,99.8145980834961,True,1
John_Abizaid,Vladimir_Putin,99.80470275878906,False,1
Spencer_Abraham,Spencer_Abraham,99.86429595947266,True,1
Robert_Blake,Robert_Blake,99.99810028076172,True,1
George_W,,,,0
Heather_Mills,Heather_Mills,99.92549896240234,True,1
Sarah_Hughes,Sarah_Hughes,99.95309448242188,True,1
Dennis_Kucinich,Dennis_Kucinich,99.94829559326172,True,1
Gordon_Brown,Gordon_Brown,99.99909973144531,True,1
Yevgeny_Kafelnikov,Gerry_Adams,99.60430145263672,False,1
Donald_Rumsfeld,George_HW,99.9822998046875,False,1
Jean_Chretien,Jean_Chretien,99.69110107421875,True,1
Jeremy_Greenstock,Jeremy_Greenstock,99.83879852294922,True,1
Tony_Blair,William_Ford,99.9822006225586,False,1
Michael_Schumacher,Victoria_Clarke,99.29740142822266,False,1
Monica_Bellucci,Elsa_Zylberstein,99.99649810791016,False,1
LeBron_James,LeBron_James,99.55690002441406,True,1
Cate_Blanchett,Reese_Witherspoon,99.6875991821289,False,1
Boris_Becker,,,,0
David_Nalbandian,David_Nalbandian,99.99970245361328,True,1
Sarah_Jessica,Sarah_Jessica,99.47819519042969,True,1
Gil_de,,,,0
Jose_Maria,Jose_Maria,99.95179748535156,True,1
Ray_Romano,Ray_Romano,99.95480346679688,True,1
David_Beckham,David_Beckham,99.93730163574219,True,1
