actual,predicted,confidence,precision,recall
Eliane_Karp,Eliane_Karp,99.90489959716797,True,1
Tom_Hanks,,,,0
Rudolph_Giuliani,Rudolph_Giuliani,99.8633041381836,True,1
Robert_Mueller,,,,0
Helen_Clark,Helen_Clark,99.72320556640625,True,1
Julie_Gerberding,Julie_Gerberding,99.99559783935547,True,1
Spencer_Abraham,Joseph_Biden,99.71749877929688,False,1
Robert_Blake,Robert_Blake,99.98680114746094,True,1
Sarah_Hughes,Sarah_Hughes,99.70159912109375,True,1
Dennis_Kucinich,Dennis_Kucinich,99.94670104980469,True,1
Jean_Chretien,Jean_Chretien,99.98789978027344,True,1
Tony_Blair,Tony_Blair,99.96219635009766,True,1
Michael_Schumacher,Michael_Schumacher,99.96150207519531,True,1
Monica_Bellucci,Monica_Bellucci,99.96089935302734,True,1
Boris_Becker,Boris_Becker,99.91690063476562,True,1
David_Nalbandian,David_Nalbandian,99.9948959350586,True,1
Sarah_Jessica,,,,0
Gil_de,Vincent_Brooks,85.314697265625,False,1
Jose_Maria,Jose_Maria,99.97380065917969,True,1
Ray_Romano,Nicolas_Cage,99.90739440917969,False,1
Vladimir_Putin,Vladimir_Putin,99.79740142822266,True,1
John_Howard,John_Howard,99.9312973022461,True,1
Pierce_Brosnan,Pierce_Brosnan,99.81529998779297,True,1
Jack_Straw,Jack_Straw,99.92790222167969,True,1
Jacques_Rogge,Jacques_Rogge,98.74290466308594,True,1
Ann_Veneman,Ann_Veneman,99.84529876708984,True,1
William_Ford,Sandra_Bullock,95.78589630126953,False,1
Jacques_Chirac,Jacques_Chirac,99.95719909667969,True,1
Carlos_Moya,Carlos_Moya,99.99420166015625,True,1
Sourav_Ganguly,Sourav_Ganguly,99.99759674072266,True,1
Richard_Gephardt,Richard_Gephardt,99.96620178222656,True,1
Holly_Hunter,Renee_Zellweger,99.19440460205078,False,1
Jeb_Bush,Jeb_Bush,99.99970245361328,True,1
Emma_Watson,Emma_Watson,99.91080474853516,True,1
Mikhail_Wehbe,Mikhail_Wehbe,99.88410186767578,True,1
Catherine_Deneuve,Catherine_Deneuve,99.96060180664062,True,1
Naoto_Kan,Naoto_Kan,99.78179931640625,True,1
Heidi_Fleiss,,,,0
Bill_Frist,Tom_Daschle,99.13130187988281,False,1
Jonathan_Edwards,Jonathan_Edwards,99.91539764404297,True,1
Al_Gore,Al_Gore,99.806396484375,True,1
Kim_Clijsters,Kim_Clijsters,99.9760971069336,True,1
Gerhard_Schroeder,Gerhard_Schroeder,99.92610168457031,True,1
Anna_Kournikova,Anna_Kournikova,99.94189453125,True,1
Roh_Moo-hyun,Roh_Moo-hyun,99.806396484375,True,1
Jeong_Se-hyun,Sandra_Bullock,95.78589630126953,False,1
Mitchell_Daniels,Mitchell_Daniels,99.97969818115234,True,1
Muhammad_Saeed,Muhammad_Saeed,99.7948989868164,True,1
Zhang_Ziyi,Zhang_Ziyi,95.48839569091797,True,1
Tom_Ridge,Tom_Ridge,99.55229949951172,True,1
Luiz_Inacio,Bashar_Assad,99.88980102539062,False,1
Elizabeth_Hurley,,,,0
Justin_Timberlake,Justin_Timberlake,94.49330139160156,True,1
Michael_Jackson,Michael_Jackson,99.80879974365234,True,1
Mahmoud_Abbas,,,,0
Alvaro_Uribe,Alvaro_Uribe,99.322998046875,True,1
Condoleezza_Rice,Condoleezza_Rice,99.67620086669922,True,1
Thabo_Mbeki,Thabo_Mbeki,99.88489532470703,True,1
Aleksander_Kwasniewski,Aleksander_Kwasniewski,99.98770141601562,True,1
Bob_Stoops,Bob_Stoops,99.947998046875,True,1
Martin_Scorsese,Martin_Scorsese,99.35560607910156,True,1
Jesse_Jackson,Javier_Solana,99.23829650878906,False,1
Joseph_Biden,Edmund_Stoiber,99.92769622802734,False,1
Naomi_Watts,Naomi_Watts,99.97249603271484,True,1
Kurt_Warner,Vincent_Brooks,85.314697265625,False,1
Vicente_Fernandez,Vicente_Fernandez,99.84940338134766,True,1
Jay_Garner,Jay_Garner,99.69189453125,True,1
Slobodan_Milosevic,Tommy_Franks,98.9072036743164,False,1
Cameron_Diaz,Cameron_Diaz,99.83149719238281,True,1
Kathleen_Kennedy,Kathleen_Kennedy,99.99750518798828,True,1
Wayne_Gretzky,Wayne_Gretzky,99.66519927978516,True,1
Tony_Shalhoub,Tony_Shalhoub,99.97579956054688,True,1
Maria_Shriver,Maria_Shriver,99.9718017578125,True,1
Mike_Tyson,Mike_Tyson,99.55829620361328,True,1
David_Anderson,David_Anderson,99.9905014038086,True,1
Martha_Burk,Martha_Burk,99.93560028076172,True,1
Benazir_Bhutto,,,,0
Hipolito_Mejia,Mike_Martz,99.84919738769531,False,1
George_Galloway,George_Galloway,99.87999725341797,True,1
Winona_Ryder,Igor_Ivanov,99.96510314941406,False,1
Joe_Torre,Joe_Torre,99.82939910888672,True,1
Angelina_Jolie,Renee_Zellweger,99.19440460205078,False,1
Christopher_Walken,Christopher_Walken,99.97689819335938,True,1
Paul_ONeill,Jay_Garner,99.69189453125,False,1
Chanda_Rubin,Chanda_Rubin,99.97730255126953,True,1
Moshe_Katsav,Moshe_Katsav,99.95999908447266,True,1
Nicolas_Cage,Nicolas_Cage,99.90739440917969,True,1
Vanessa_Redgrave,Vanessa_Redgrave,99.83919525146484,True,1
Oswaldo_Paya,Oswaldo_Paya,99.88909912109375,True,1
Martha_Stewart,Martha_Stewart,99.97560119628906,True,1
Hamid_Karzai,Hamid_Karzai,99.74500274658203,True,1
Ian_Thorpe,Ian_Thorpe,99.99819946289062,True,1
Mohammed_Al-Douri,Mohammed_Al-Douri,99.87529754638672,True,1
Erin_Runnion,Erin_Runnion,99.78949737548828,True,1
Jim_Tressel,Aleksander_Kwasniewski,99.94549560546875,False,1
Sandra_Bullock,Sandra_Bullock,99.95030212402344,True,1
Kim_Jong-Il,Kim_Jong-Il,99.95570373535156,True,1
Ali_Naimi,Ali_Naimi,99.902099609375,True,1
Queen_Elizabeth,Queen_Elizabeth,99.82469940185547,True,1
Bill_McBride,,,,0
Harrison_Ford,Harrison_Ford,99.460205078125,True,1
Dick_Cheney,,,,0
